20
11
*map start - No comments above this line
*type (0 = terrain, 1 = player, 2 or above = enemy unit index + 2),texture index, impassable (0 == false, 1 == true), defenseMod
0,20,1,0
0,19,1,0
0,19,1,0
0,19,1,0
0,21,1,0
0,22,1,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,42,0,0
0,41,1,0
0,41,1,0
0,41,1,0
0,41,1,0
0,41,1,0
0,41,1,0
0,41,1,0
*end row 1
0,20,1,0
0,30,0,0
9,29,0,0
0,29,0,0
0,29,0,0
0,29,0,0
0,1,0,0
0,4,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,4,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,4,0,0
0,41,1,0
0,41,1,0
0,41,1,0
0,41,1,0
*end row 2
0,18,1,0
0,29,0,0
0,28,1,0
0,31,0,0
0,21,1,0
0,25,1,0
0,17,1,0
0,3,0,0
0,47,0,0
0,0,0,0
0,17,1,0
0,3,0,0
0,0,0,0
10,0,0,0
0,37,1,0
0,3,0,0
0,41,1,0
0,41,1,0
0,41,1,0
0,41,1,0
*end row 3
0,20,1,0
0,32,0,0
0,27,1,0
0,29,0,0
0,21,1,0
0,26,1,0
0,47,0,0
12,3,0,0
0,0,0,0
0,0,0,0
0,44,1,0
0,3,0,0
0,44,1,0
0,0,0,0
0,37,1,0
0,3,0,0
0,41,1,0
0,0,0,0
0,0,0,0
0,41,1,0
*end row 4
0,24,1,0
0,24,1,0
0,24,1,0
0,24,1,0
0,24,1,0
0,23,1,0
0,0,0,0
0,3,0,0
0,0,0,0
0,0,0,0
0,33,0,0
0,33,0,0
0,33,0,0
0,0,0,0
0,37,1,0
14,3,0,0
0,36,1,0
0,0,0,0
0,0,0,0
0,0,0,0
*end row 5
1,1,0,0
1,1,0,0
1,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,2,0,0
0,35,0,0
0,33,0,0
0,33,0,0
0,33,0,0
0,33,0,0
0,33,0,0
0,37,1,0
0,3,0,0
0,36,1,0
0,0,0,0
0,0,0,0
0,0,0,0
*end row 6
0,16,1,0
15,47,0,0
0,17,1,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,34,0,0
0,33,0,0
0,33,0,0
0,33,0,0
0,34,0,0
0,37,1,0
0,3,0,0
0,36,1,0
13,38,0,0
0,38,0,0
0,38,0,0
*end row 7
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,12,0,0
0,10,0,0
0,10,0,0
0,13,0,0
0,34,0,0
0,34,0,0
0,3,0,0
0,34,0,0
0,34,0,0
0,37,1,0
0,3,0,0
0,36,1,0
0,38,0,0
0,38,0,0
0,38,0,0
*end row 8
0,10,0,0
0,10,0,0
0,10,0,0
0,10,0,0
0,10,0,0
0,11,0,0
0,8,1,0
0,8,1,0
0,15,0,0
0,13,0,0
0,0,0,0
0,3,0,0
0,0,0,0
0,0,0,0
0,17,1,0
0,3,0,0
0,36,1,0
0,39,0,0
0,38,0,0
0,38,0,0
*end row 9
0,8,1,0
0,8,1,0
0,8,1,0
0,8,1,0
0,8,1,0
0,9,1,0
0,8,1,0
0,8,1,0
0,8,1,0
0,14,0,0
0,0,0,0
0,5,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,6,0,0
0,1,0,0
0,40,0,0
0,40,0,0
4,40,0,0
*end row 10
0,8,1,0
0,8,1,0
0,9,1,0
0,8,1,0
0,8,1,0
0,8,1,0
0,8,1,0
0,8,1,0
0,9,1,0
0,14,0,0
0,0,0,0
0,0,0,0
0,45,1,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,38,0,0
0,38,0,0
0,38,0,0
*end row 11
