20
11
*map start
*type (0 = terrain, 1 = player, 2 = enemy unit), texture index, impassable (0 == false, 1 == true), defenseMod
0,110,0,0
0,111,1,1
0,110,0,0
0,111,1,0
0,110,0,0
0,111,1,0
0,110,0,0
0,106,1,0
1,82,0,0
1,80,0,0
1,84,0,0
0,104,1,0
0,100,0,0
0,87,1,0
0,87,1,0
0,87,1,0
0,87,1,0
0,87,1,0
0,87,1,0
0,87,1,0
*end row 1
0,109,0,1
0,109,0,0
0,109,0,0
0,109,0,0
0,109,0,0
0,109,0,0
2,109,0,0
0,106,1,0
0,82,0,0
0,80,0,0
0,84,0,0
0,104,1,0
0,100,0,0
0,100,0,0
0,100,0,0
0,100,0,0
0,100,0,0
0,100,0,0
7,100,0,0
0,100,0,0
*end row 2
0,110,0,0
0,109,0,1
0,110,0,0
3,109,0,0
0,109,0,0
0,109,0,0
0,109,0,0
0,109,0,0
0,82,0,0
0,80,0,0
0,84,0,0
0,104,1,0
0,100,0,0
0,100,0,0
0,100,0,0
0,86,0,0
0,100,0,0
0,100,0,0
0,100,0,0
0,100,0,0
*end row 3
0,91,1,0
0,91,1,0
0,91,1,0
0,91,1,0
0,109,0,0
0,91,1,0
0,91,1,0
0,99,1,0
0,82,0,0
0,80,0,0
0,84,0,0
0,100,0,0
0,100,0,0
0,100,0,0
0,100,0,0
0,100,0,0
0,100,0,0
0,100,0,0
0,100,0,0
0,100,0,0
*end row 4
0,100,0,0
0,100,0,0
0,100,0,0
0,100,0,0
0,100,0,0
0,104,1,0
0,100,0,0
0,100,0,0
0,82,0,0
0,80,0,0
0,84,0,0
0,104,1,0
0,100,0,0
0,88,1,0
0,88,1,0
0,88,1,0
0,88,1,0
0,88,1,0
0,88,1,0
0,88,1,0
*end row 5
0,100,0,0
2,100,0,0
0,100,0,0
0,100,0,0
0,100,0,0
0,104,1,0
0,101,0,0
0,100,0,0
0,82,0,0
0,80,0,0
0,84,0,0
0,103,1,0
0,89,1,0
0,89,1,0
0,89,1,0
0,89,1,0
0,89,1,0
0,89,1,0
0,89,1,0
0,89,1,0
*end row 6
0,89,1,0
0,89,1,0
0,89,1,0
0,89,1,0
0,100,0,0
0,103,1,0
0,89,1,0
0,89,1,0
0,83,1,0
0,81,1,0
0,85,1,0
0,112,1,0
0,113,0,0
0,113,0,0
0,97,0,0
0,113,1,0
0,113,0,0
0,113,0,0
0,113,0,0
0,113,0,0
*end row 7
0,100,0,0
0,100,0,0
0,100,0,0
0,102,1,0
0,100,0,0
0,100,0,0
0,100,0,0
0,105,1,0
0,82,0,0
0,80,0,0
0,84,0,0
0,114,0,0
0,114,0,0
0,114,0,0
0,96,0,0
0,114,1,0
0,94,0,0
0,114,0,0
0,92,0,0
0,114,0,0
*end row 8
0,100,0,0
2,100,0,0
0,100,0,0
7,100,0,0
0,100,0,0
0,100,0,0
0,100,0,0
0,105,1,0
0,82,0,0
0,80,0,0
0,84,0,0
0,115,1,0
0,114,0,0
0,114,0,0
0,96,0,0
0,93,1,0
0,95,1,0
0,93,1,0
0,93,1,0
0,93,1,0
*end row 9
0,100,0,0
0,102,1,0
0,100,0,0
0,100,0,0
0,100,0,0
0,102,1,0
0,100,0,0
0,100,0,0
0,82,0,0
0,80,0,0
0,84,0,0
0,115,1,0
0,114,0,0
16,114,0,0
0,114,0,0
0,114,0,0
0,114,0,0
0,114,0,0
0,114,0,0
0,114,0,0
*end row 10
0,89,1,0
0,89,1,0
0,89,1,0
0,89,1,0
0,89,1,0
0,89,1,0
0,89,1,0
0,98,1,0
0,82,0,0
0,80,0,0
0,84,0,0
0,116,1,0
0,90,1,0
0,90,1,0
0,90,1,0
0,90,1,0
0,90,1,0
0,90,1,0
0,90,1,0
0,90,1,0
*end row 11
